station name: SAUK CITY WWTP,,,,,,,,,,
station identifier: 477576,,,,,,,,,,
key: T=trace | M=missing | blank=unknown,,,,,,,,,,
,maximum,minimum,precipitation,snowfall,snow depth,time of,time of,time of,time of,time of
,temperature,temperature,,,,observation,observation,observation,observation,observation
Date,max_temp,min_temp,precipitation,snowfall,snow_depth,maxt,mint,pcpn,snow,snwd
date,(degrees F),(degrees F),(inches),(inches),(inches),(hour),(hour),(hour),(hour),(hour)
5/1/14,46,39,0,M,M,8,8,8,,
5/2/14,51,43,0,M,M,8,8,8,,
5/3/14,54,37,0.05,M,M,8,8,8,,
5/4/14,64,43,0,M,M,8,8,8,,
5/5/14,65,43,0,M,M,8,8,8,,
5/6/14,60,41,0,M,M,8,8,8,,
5/7/14,65,42,0,M,M,8,8,8,,
5/8/14,60,48,0.2,M,M,8,8,8,,
5/9/14,81,58,0.04,M,M,8,8,8,,
5/10/14,65,37,0,M,M,8,8,8,,
5/11/14,70,52,0,M,M,8,8,8,,
5/12/14,78,62,0.78,M,M,8,8,8,,
5/13/14,77,53,0.87,M,M,8,8,8,,
5/14/14,70,39,0,M,M,8,8,8,,
5/15/14,56,38,0,M,M,8,8,8,,
5/16/14,55,36,0,M,M,8,8,8,,
5/17/14,55,33,0,M,M,8,8,8,,
5/18/14,63,33,0,M,M,8,8,8,,
5/19/14,74,51,0,M,M,8,8,8,,
5/20/14,73,52,0.11,M,M,8,8,8,,
5/21/14,86,55,0,M,M,8,8,8,,
5/22/14,84,47,0,M,M,8,8,8,,
5/23/14,74,42,0,M,M,8,8,8,,
5/24/14,73,43,0,M,M,8,8,8,,
5/25/14,76,42,0,M,M,8,8,8,,
5/26/14,83,64,0,M,M,8,8,8,,
5/27/14,81,65,0.3,M,M,8,8,8,,
5/28/14,86,59,0.33,M,M,8,8,8,,
5/29/14,74,52,0,M,M,8,8,8,,
5/30/14,82,50,0,M,M,8,8,8,,
5/31/14,85,51,0,M,M,8,8,8,,
6/1/14,87,64,0.19,M,M,8,8,8,,
6/2/14,87,68,1.22,M,M,8,8,8,,
6/3/14,80,59,0.29,M,M,8,8,8,,
6/4/14,77,60,0,M,M,8,8,8,,
6/5/14,74,53,0.11,M,M,8,8,8,,
6/6/14,79,54,0,M,M,8,8,8,,
6/7/14,81,57,0,M,M,8,8,8,,
6/8/14,81,57,0.67,M,M,8,8,8,,
6/9/14,73,49,0,M,M,8,8,8,,
6/10/14,76,52,0,M,M,8,8,8,,
6/11/14,71,59,0,M,M,8,8,8,,
6/12/14,76,52,0,M,M,8,8,8,,
6/13/14,73,48,0,M,M,8,8,8,,
6/14/14,75,49,0,M,M,8,8,8,,
6/15/14,78,63,0,M,M,8,8,8,,
6/16/14,83,55,0,M,M,8,8,8,,
6/17/14,85,57,0.75,M,M,8,8,8,,
6/18/14,85,66,0.4,M,M,8,8,8,,
6/19/14,78,64,1.9,M,M,8,8,8,,
6/20/14,75,64,0.56,M,M,8,8,8,,
6/21/14,84,65,0,M,M,8,8,8,,
6/22/14,81,59,0.02,M,M,8,8,8,,
6/23/14,81,65,0.26,M,M,8,8,8,,
6/24/14,83,64,0,M,M,8,8,8,,
6/25/14,85,65,0,M,M,8,8,8,,
6/26/14,76,62,0.6,M,M,8,8,8,,
6/27/14,81,62,0,M,M,8,8,8,,
6/28/14,85,67,0,M,M,8,8,8,,
6/29/14,85,65,0.4,M,M,8,8,8,,
6/30/14,79,65,0.56,M,M,8,8,8,,
7/1/14,85,63,1.16,M,M,8,8,8,,
7/2/14,79,56,0.02,M,M,8,8,8,,
7/3/14,67,50,0,M,M,8,8,8,,
7/4/14,76,51,0,M,M,8,8,8,,
7/5/14,79,55,0,M,M,8,8,8,,
7/6/14,76,60,0,M,M,8,8,8,,
7/7/14,80,63,0,M,M,8,8,8,,
7/8/14,84,63,0.52,M,M,8,8,8,,
7/9/14,78,55,0,M,M,8,8,8,,
7/10/14,75,50,0,M,M,8,8,8,,
7/11/14,80,53,0,M,M,8,8,8,,
7/12/14,77,60,0,M,M,8,8,8,,
7/13/14,78,63,0.26,M,M,8,8,8,,
7/14/14,82,54,0,M,M,8,8,8,,
7/15/14,75,52,0.11,M,M,8,8,8,,
7/16/14,75,50,0.08,M,M,8,8,8,,
7/17/14,72,48,0,M,M,8,8,8,,
7/18/14,76,48,0,M,M,8,8,8,,
7/19/14,80,52,0,M,M,8,8,8,,
7/20/14,79,54,0,M,M,8,8,8,,
7/21/14,81,61,0,M,M,8,8,8,,
7/22/14,86,63,0,M,M,8,8,8,,
7/23/14,92,57,0,M,M,8,8,8,,
7/24/14,79,52,0,M,M,8,8,8,,
7/25/14,80,53,0,M,M,8,8,8,,
7/26/14,79,62,0,M,M,8,8,8,,
7/27/14,79,63,0,M,M,8,8,8,,
7/28/14,77,53,0.06,M,M,8,8,8,,
7/29/14,73,54,0,M,M,8,8,8,,
7/30/14,79,53,0.04,M,M,8,8,8,,
7/31/14,77,54,0.1,M,M,8,8,8,,
8/1/14,81,54,0,M,M,8,8,8,,
8/2/14,84,52,0.11,M,M,8,8,8,,
8/3/14,86,57,0,M,M,8,8,8,,
8/4/14,85,60,0,M,M,8,8,8,,
8/5/14,83,60,0.14,M,M,8,8,8,,
8/6/14,79,58,0,M,M,8,8,8,,
8/7/14,81,54,0,M,M,8,8,8,,
8/8/14,83,55,0,M,M,8,8,8,,
8/9/14,84,54,0,M,M,8,8,8,,
8/10/14,80,62,0,M,M,8,8,8,,
8/11/14,83,58,0,M,M,8,8,8,,
8/12/14,83,58,0,M,M,8,8,8,,
8/13/14,77,52,0,M,M,8,8,8,,
8/14/14,84,51,0,M,M,8,8,8,,
8/15/14,81,45,0,M,M,8,8,8,,
8/16/14,81,46,0,M,M,8,8,8,,
8/17/14,85,62,0.03,M,M,8,8,8,,
8/18/14,81,62,0,M,M,8,8,8,,
8/19/14,84,63,0.13,M,M,8,8,8,,
8/20/14,83,59,0,M,M,8,8,8,,
8/21/14,87,61,0.02,M,M,8,8,8,,
8/22/14,80,68,0.34,M,M,8,8,8,,
8/23/14,91,71,0,M,M,8,8,8,,
8/24/14,80,69,0.05,M,M,8,8,8,,
8/25/14,88,72,0,M,M,8,8,8,,
8/26/14,81,67,2.23,M,M,8,8,8,,
8/27/14,78,59,0,M,M,8,8,8,,
8/28/14,77,53,0,M,M,8,8,8,,
8/29/14,77,54,0,M,M,8,8,8,,
8/30/14,86,66,0.08,M,M,8,8,8,,
8/31/14,81,60,0.08,M,M,8,8,8,,
9/1/14,85,62,0,M,M,8,8,8,,
9/2/14,79,57,0.02,M,M,8,8,8,,
9/3/14,78,51,0,M,M,8,8,8,,
9/4/14,82,53,2.02,M,M,8,8,8,,
9/5/14,84,71,0.02,M,M,8,8,8,,
9/6/14,74,49,0,M,M,8,8,8,,
9/7/14,75,47,0,M,M,8,8,8,,
9/8/14,79,49,0,M,M,8,8,8,,
9/9/14,75,48,0,M,M,8,8,8,,
9/10/14,79,56,0.25,M,M,8,8,8,,
9/11/14,70,45,0.12,M,M,8,8,8,,
9/12/14,54,41,0,M,M,8,8,8,,
9/13/14,49,33,0.16,M,M,8,8,8,,
9/14/14,59,37,0.02,M,M,8,8,8,,
9/15/14,66,48,0,M,M,8,8,8,,
9/16/14,66,39,0.24,M,M,8,8,8,,
9/17/14,66,38,0,M,M,8,8,8,,
9/18/14,71,40,0,M,M,8,8,8,,
9/19/14,71,43,0,M,M,8,8,8,,
9/20/14,74,52,0.02,M,M,8,8,8,,
9/21/14,76,52,0.18,M,M,8,8,8,,
9/22/14,64,37,0,M,M,8,8,8,,
9/23/14,69,39,0,M,M,8,8,8,,
9/24/14,74,40,0,M,M,8,8,8,,
9/25/14,70,49,0.02,M,M,8,8,8,,
9/26/14,78,44,0,M,M,8,8,8,,
9/27/14,80,44,0,M,M,8,8,8,,
9/28/14,82,48,0,M,M,8,8,8,,
9/29/14,83,51,0,M,M,8,8,8,,
9/30/14,82,44,0.14,M,M,8,8,8,,
10/1/14,57,44,0,0,0,8,8,8,0,8
10/2/14,70,49,0,0,0,8,8,8,0,8
10/3/14,70,50,0.48,0,0,8,8,8,0,8
10/4/14,52,34,0.04,0,0,8,8,8,0,8
10/5/14,53,30,0.02,0,0,8,8,8,0,8
10/6/14,54,32,0,0,0,8,8,8,0,8
10/7/14,57,41,0,0,0,8,8,8,0,8
10/8/14,65,35,0,0,0,8,8,8,0,8
10/9/14,65,32,0,0,0,8,8,8,0,8
10/10/14,66,28,0,0,0,8,8,8,0,8
10/11/14,65,28,0,0,0,8,8,8,0,8
10/12/14,61,31,0,0,0,8,8,8,0,8
10/13/14,62,46,0.05,0,0,8,8,8,0,8
10/14/14,59,51,1.84,0,0,8,8,8,0,8
10/15/14,54,48,0.16,0,0,8,8,8,0,8
10/16/14,54,44,0,0,0,8,8,8,0,8
10/17/14,65,42,0,0,0,8,8,8,0,8
10/18/14,55,43,0.03,0,0,8,8,8,0,8
10/19/14,55,28,0,0,0,8,8,8,0,8
10/20/14,58,28,0,0,0,8,8,8,0,8
10/21/14,62,40,0,0,0,8,8,8,0,8
10/22/14,60,28,0,0,0,8,8,8,0,8
10/23/14,59,28,0,0,0,8,8,8,0,8
10/24/14,49,42,0.26,0,0,8,8,8,0,8
10/25/14,63,47,0,0,0,8,8,8,0,8
10/26/14,68,28,0,0,0,8,8,8,0,8
10/27/14,64,43,0.05,0,0,8,8,8,0,8
10/28/14,75,45,0,0,0,8,8,8,0,8
10/29/14,52,41,0,0,0,8,8,8,0,8
10/30/14,48,29,0,0,0,8,8,8,0,8
10/31/14,48,30,0,0,0,8,8,8,0,8
11/1/14,48,17,0,0,0,8,8,8,0,8
11/2/14,45,19,0,0,0,8,8,8,0,8
11/3/14,54,33,0,0,0,8,8,8,0,8
11/4/14,59,38,0.15,0,0,8,8,8,0,8
11/5/14,52,34,0,0,0,8,8,8,0,8
11/6/14,51,32,0.03,0,0,8,8,8,0,8
11/7/14,39,29,0.01,0,0,8,8,8,0,8
11/8/14,42,29,0.02,0,0,8,8,8,0,8
11/9/14,45,32,0,0,0,8,8,8,0,8
11/10/14,48,33,0.03,0,0,8,8,8,0,8
11/11/14,57,34,0.01,0,0,8,8,8,0,8
11/12/14,36,17,0.05,0,0,8,8,8,0,8
11/13/14,25,18,0,0,0,8,8,8,0,8
11/14/14,26,21,0,0,0,8,8,8,0,8
11/15/14,26,7,0,0,0,8,8,8,0,8
11/16/14,25,13,0.06,1,1,8,8,8,0,8
11/17/14,26,3,0,0,1,8,8,8,0,8
11/18/14,15,4,0,0,1,8,8,8,0,8
11/19/14,18,7,T,0.2,1,8,8,8,0,8
11/20/14,26,8,0,0,1,8,8,8,0,8
11/21/14,23,-2,0,0,1,8,8,8,0,8
11/22/14,35,-1,0,0,0,8,8,8,0,8
11/23/14,52,35,0,0,0,8,8,8,0,8
11/24/14,50,39,0.56,0,0,8,8,8,0,8
11/25/14,39,18,0.42,5,5,8,8,8,0,8
11/26/14,31,-2,0,0,5,8,8,8,0,8
11/27/14,22,8,0,0,5,8,8,8,0,8
11/28/14,17,1,0.02,0.5,5,8,8,8,0,8
11/29/14,27,15,0,0,5,8,8,8,0,8
11/30/14,45,27,0,0,1,8,8,8,0,8
12/1/14,30,8,0,0,1,8,8,8,0,8
12/2/14,14,3,0,0,1,8,8,8,0,8
12/3/14,30,14,0,0,1,8,8,8,0,8
12/4/14,31,15,0,0,1,8,8,8,0,8
12/5/14,31,19,0,0,0,8,8,8,0,8
12/6/14,34,22,0,0,0,8,8,8,0,8
12/7/14,35,15,0,0,0,8,8,8,0,8
12/8/14,35,31,0.28,0.3,0,8,8,8,0,8
12/9/14,33,29,0.03,0,0,8,8,8,0,8
12/10/14,33,22,0,0,0,8,8,8,0,8
12/11/14,25,21,0,0,0,8,8,8,0,8
12/12/14,30,20,0,0,0,8,8,8,0,8
12/13/14,34,27,0,0,0,8,8,8,0,8
12/14/14,42,34,0,0,0,8,8,8,0,8
12/15/14,46,38,0.01,0,0,8,8,8,0,8
12/16/14,45,39,0.36,0,0,8,8,8,0,8
12/17/14,41,22,0.02,0,0,8,8,8,0,8
12/18/14,27,14,0,0,0,8,8,8,0,8
12/19/14,26,17,0,0,0,8,8,8,0,8
12/20/14,27,23,T,T,0,8,8,8,0,8
12/21/14,34,27,0,0,0,8,8,8,0,8
12/22/14,37,34,0,0,0,8,8,8,0,8
12/23/14,38,33,0.44,0,0,8,8,8,0,8
12/24/14,41,33,0.03,0,0,8,8,8,0,8
12/25/14,34,31,0,0,0,8,8,8,0,8
12/26/14,41,31,0,0,0,8,8,8,0,8
12/27/14,47,29,0.04,0,0,8,8,8,0,8
12/28/14,35,16,0,0,0,8,8,8,0,8
12/29/14,31,15,0,0,0,8,8,8,0,8
12/30/14,23,1,0,0,0,8,8,8,0,8
12/31/14,14,-2,0,0,0,8,8,8,0,8
1/1/15,18,-2,0,0,0,8,8,8,0,8
1/2/15,32,12,0,0,0,8,8,8,0,8
1/3/15,32,14,0.06,1,1,8,8,8,0,8
1/4/15,31,14,0.06,1,2,8,8,8,0,8
1/5/15,14,-13,0,0,2,8,8,8,0,8
1/6/15,10,-14,0.11,0.5,2,8,8,8,0,8
1/7/15,12,-12,0,0,2,8,8,8,0,8
1/8/15,-1,-10,0,0,2,8,8,8,0,8
1/9/15,11,-6,0.04,2,4,8,8,8,0,8
1/10/15,5,-11,0,0,4,8,8,8,0,8
1/11/15,22,-2,0,0,4,8,8,8,0,8
1/12/15,25,5,0,0,4,8,8,8,0,8
1/13/15,15,-13,0,0,4,8,8,8,0,8
1/14/15,18,-15,0,0,4,8,8,8,0,8
1/15/15,22,8,0,0,4,8,8,8,0,8
1/16/15,36,22,0,0,4,8,8,8,0,8
1/17/15,40,24,0,0,4,8,8,8,0,8
1/18/15,40,33,0,0,2,8,8,8,0,8
1/19/15,42,19,0,0,0,8,8,8,0,8
1/20/15,34,19,0.02,0,0,8,8,8,0,8
1/21/15,31,27,0.05,1,1,8,8,8,0,8
1/22/15,29,26,0,0,1,8,8,8,0,8
1/23/15,32,26,0,0,1,8,8,8,0,8
1/24/15,35,26,0,0,0,8,8,8,0,8
1/25/15,33,22,0,0,0,8,8,8,0,8
1/26/15,24,10,0,0,0,8,8,8,0,8
1/27/15,24,15,0.09,1,1,8,8,8,0,8
1/28/15,27,21,0,0,1,8,8,8,0,8
1/29/15,33,23,0,0,1,8,8,8,0,8
1/30/15,34,11,0,0,1,8,8,8,0,8
1/31/15,26,10,0,0,1,8,8,8,0,8
2/1/15,33,14,0.27,4,5,8,8,8,0,8
2/2/15,17,-4,0.04,1,6,8,8,8,0,8
2/3/15,14,-8,0,0,6,8,8,8,0,8
2/4/15,17,-10,0.08,2,8,8,8,8,0,8
2/5/15,18,-20,0,0,8,8,8,8,0,8
2/6/15,14,-17,0,0,8,8,8,8,0,8
2/7/15,30,10,0,0,7,8,8,8,0,8
2/8/15,39,11,0,0,4,8,8,8,0,8
2/9/15,38,20,0,0,3,8,8,8,0,8
2/10/15,29,3,0,0,2,8,8,8,0,8
2/11/15,32,5,0,0,2,8,8,8,0,8
2/12/15,32,4,0,0,2,8,8,8,0,8
2/13/15,12,-5,0,0,2,8,8,8,0,8
2/14/15,27,0,0.01,T,2,8,8,8,0,8
2/15/15,6,-5,0,0,2,8,8,8,0,8
2/16/15,11,5,0,0,2,8,8,8,0,8
2/17/15,17,10,0,0,2,8,8,8,0,8
2/18/15,15,1,0.01,T,2,8,8,8,0,8
2/19/15,2,-15,0,0,2,8,8,8,0,8
2/20/15,5,-15,0,0,2,8,8,8,0,8
2/21/15,23,1,0.01,T,2,8,8,8,0,8
2/22/15,30,5,0,0,2,8,8,8,0,8
2/23/15,8,-15,0,0,2,8,8,8,0,8
2/24/15,14,-15,0,0,2,8,8,8,0,8
2/25/15,34,7,0,0,1,8,8,8,0,8
2/26/15,15,2,0.03,0.5,2,8,8,8,0,8
2/27/15,13,-10,0,0,2,8,8,8,0,8
2/28/15,16,-11,0,0,2,8,8,8,0,8
3/1/15,22,6,0.01,T,2,8,8,8,0,8
3/2/15,28,3,0,0,1,8,8,8,0,8
3/3/15,28,3,0,0,1,8,8,8,0,8
3/4/15,30,9,0.03,T,1,8,8,8,0,8
3/5/15,17,-6,0,0,1,8,8,8,0,8
3/6/15,14,-8,0,0,1,8,8,8,0,8
3/7/15,29,-2,0,0,1,8,8,8,0,8
3/8/15,44,19,0,0,0,8,8,8,0,8
3/9/15,48,23,0,0,0,8,8,8,0,8
3/10/15,52,22,0,0,0,8,8,8,0,8
3/11/15,57,25,0,0,0,8,8,8,0,8
3/12/15,57,23,0,0,0,8,8,8,0,8
3/13/15,58,27,0,0,0,8,8,8,0,8
3/14/15,68,28,0,0,0,8,8,8,0,8
3/15/15,60,23,0,0,0,8,8,8,0,8
3/16/15,61,35,0,0,0,8,8,8,0,8
3/17/15,72,34,0,0,0,8,8,8,0,8
3/18/15,45,21,0,0,0,8,8,8,0,8
3/19/15,50,22,0,0,0,8,8,8,0,8
3/20/15,48,33,0,0,0,8,8,8,0,8
3/21/15,59,30,0,0,0,8,8,8,0,8
3/22/15,49,25,0,0,0,8,8,8,0,8
3/23/15,35,24,0.24,3,3,8,8,8,0,8
3/24/15,34,9,0,0,1,8,8,8,0,8
3/25/15,40,14,0.2,T,T,8,8,8,0,8
3/26/15,45,29,0,0,0,8,8,8,0,8
3/27/15,37,16,0,0,0,8,8,8,0,8
3/28/15,36,14,0,0,0,8,8,8,0,8
3/29/15,39,28,0.08,T,T,8,8,8,0,8
3/30/15,45,25,0,0,0,8,8,8,0,8
3/31/15,57,26,0,0,0,8,8,8,0,8
4/1/15,63,29,0,0,0,8,8,8,0,8
4/2/15,77,35,0,0,0,8,8,8,0,8
4/3/15,66,39,0,0,0,8,8,8,0,8
4/4/15,44,22,0,0,0,8,8,8,0,8
4/5/15,58,32,0,0,0,8,8,8,0,8
4/6/15,62,32,0,0,0,8,8,8,0,8
4/7/15,61,32,0.14,0,0,8,8,8,0,8
4/8/15,46,37,0.67,0,0,8,8,8,0,8
4/9/15,44,38,1.58,0,0,8,8,8,0,8
4/10/15,52,36,0.96,0,0,8,8,8,0,8
4/11/15,52,33,0.13,0,0,8,8,8,0,8
4/12/15,70,42,0,0,0,8,8,8,0,8
4/13/15,71,51,0.19,0,0,8,8,8,0,8
4/14/15,65,30,0,0,0,8,8,8,0,8
4/15/15,67,31,0,0,0,8,8,8,0,8
4/16/15,69,34,0,0,0,8,8,8,0,8
4/17/15,73,36,0,0,0,8,8,8,0,8
4/18/15,78,39,0,0,0,8,8,8,0,8
4/19/15,69,39,0,0,0,8,8,8,0,8
4/20/15,75,47,0.48,0,0,8,8,8,0,8
4/21/15,47,35,0.24,0,0,8,8,8,0,8
4/22/15,41,31,0.01,0,0,8,8,8,0,8
4/23/15,48,24,0,0,0,8,8,8,0,8
4/24/15,54,21,0,0,0,8,8,8,0,8
4/25/15,54,24,0.3,0,0,8,8,8,0,8
4/26/15,52,27,0,0,0,8,8,8,0,8
4/27/15,61,28,0,0,0,8,8,8,0,8
4/28/15,66,30,0,0,0,8,8,8,0,8
4/29/15,68,33,0,0,0,8,8,8,0,8
4/30/15,68,29,0,0,0,8,8,8,0,8
5/1/15,63,31,0,M,M,8,8,8,,
5/2/15,67,32,0,M,M,8,8,8,,
5/3/15,77,51,0,M,M,8,8,8,,
5/4/15,76,55,0.42,M,M,8,8,8,,
5/5/15,74,49,0.11,M,M,8,8,8,,
5/6/15,56,48,0.21,M,M,8,8,8,,
5/7/15,77,50,0.05,M,M,8,8,8,,
5/8/15,82,61,0,M,M,8,8,8,,
5/9/15,74,56,0,M,M,8,8,8,,
5/10/15,74,49,0.01,M,M,8,8,8,,
5/11/15,59,51,0.1,M,M,8,8,8,,
5/12/15,64,44,0.07,M,M,8,8,8,,
5/13/15,53,31,0,M,M,8,8,8,,
5/14/15,63,33,0,M,M,8,8,8,,
5/15/15,65,42,0.26,M,M,8,8,8,,
5/16/15,75,56,0,M,M,8,8,8,,
5/17/15,80,61,0.01,M,M,8,8,8,,
5/18/15,81,58,0.02,M,M,8,8,8,,
5/19/15,59,42,0,M,M,8,8,8,,
5/20/15,59,41,0,M,M,8,8,8,,
5/21/15,52,39,0,M,M,8,8,8,,
5/22/15,75,39,0,M,M,8,8,8,,
5/23/15,74,39,0,M,M,8,8,8,,
5/24/15,80,50,0.22,M,M,8,8,8,,
5/25/15,67,57,1.05,M,M,8,8,8,,
5/26/15,78,62,0.13,M,M,8,8,8,,
5/27/15,75,58,1.88,M,M,8,8,8,,
5/28/15,78,54,0.01,M,M,8,8,8,,
5/29/15,82,55,0.24,M,M,8,8,8,,
5/30/15,78,62,0.32,M,M,8,8,8,,
5/31/15,65,41,0.42,M,M,8,8,8,,
6/1/15,63,38,0,M,M,8,8,8,,
6/2/15,68,37,0,M,M,8,8,8,,
6/3/15,72,40,0,M,M,8,8,8,,
6/4/15,77,56,0,M,M,8,8,8,,
6/5/15,80,58,0,M,M,8,8,8,,
6/6/15,72,49,0,M,M,8,8,8,,
6/7/15,76,53,0.11,M,M,8,8,8,,
6/8/15,83,61,0,M,M,8,8,8,,
6/9/15,79,53,0.04,M,M,8,8,8,,
6/10/15,88,54,0,M,M,8,8,8,,
6/11/15,83,57,0,M,M,8,8,8,,
6/12/15,65,57,1.82,M,M,8,8,8,,
6/13/15,68,57,0.08,M,M,8,8,8,,
6/14/15,72,60,0.04,M,M,8,8,8,,
6/15/15,83,64,0.01,M,M,8,8,8,,
6/16/15,79,54,0.1,M,M,8,8,8,,
6/17/15,78,54,0,M,M,8,8,8,,
6/18/15,79,55,0,M,M,8,8,8,,
6/19/15,78,53,0,M,M,8,8,8,,
6/20/15,78,51,0.01,M,M,8,8,8,,
6/21/15,78,51,0.05,M,M,8,8,8,,
6/22/15,84,60,0,M,M,8,8,8,,
6/23/15,81,55,1.33,M,M,8,8,8,,
6/24/15,79,53,0,M,M,8,8,8,,
6/25/15,80,56,0,M,M,8,8,8,,
6/26/15,79,59,1.12,M,M,8,8,8,,
6/27/15,74,56,0.01,M,M,8,8,8,,
6/28/15,78,55,0,M,M,8,8,8,,
6/29/15,72,58,0.05,M,M,8,8,8,,
6/30/15,79,55,0.36,M,M,8,8,8,,
7/1/15,76,55,0,M,M,8,8,8,,
7/2/15,71,46,0,M,M,8,8,8,,
7/3/15,73,46,0,M,M,8,8,8,,
7/4/15,76,49,0,M,M,8,8,8,,
7/5/15,83,55,0,M,M,8,8,8,,
7/6/15,83,57,0,M,M,8,8,8,,
7/7/15,81,58,0.5,M,M,8,8,8,,
7/8/15,69,52,0,M,M,8,8,8,,
7/9/15,71,51,0,M,M,8,8,8,,
7/10/15,78,53,0,M,M,8,8,8,,
7/11/15,80,56,0,M,M,8,8,8,,
7/12/15,79,57,0,M,M,8,8,8,,
7/13/15,83,65,0.23,M,M,8,8,8,,
7/14/15,89,65,0.06,M,M,8,8,8,,
7/15/15,81,52,0,M,M,8,8,8,,
7/16/15,77,53,0,M,M,8,8,8,,
7/17/15,71,60,0.5,M,M,8,8,8,,
7/18/15,89,68,0.16,M,M,8,8,8,,
7/19/15,88,67,0.08,M,M,8,8,8,,
7/20/15,81,58,0,M,M,8,8,8,,
7/21/15,81,54,0.06,M,M,8,8,8,,
7/22/15,80,54,0,M,M,8,8,8,,
7/23/15,82,55,0,M,M,8,8,8,,
7/24/15,85,56,0,M,M,8,8,8,,
7/25/15,81,56,0.01,M,M,8,8,8,,
7/26/15,88,60,0,M,M,8,8,8,,
7/27/15,81,58,0,M,M,8,8,8,,
7/28/15,88,59,0,M,M,8,8,8,,
7/29/15,85,65,0,M,M,8,8,8,,
7/30/15,84,57,0,M,M,8,8,8,,
7/31/15,87,58,0,M,M,8,8,8,,
8/1/15,82,55,0,M,M,8,8,8,,
8/2/15,86,64,0,M,M,8,8,8,,
8/3/15,91,57,0,M,M,8,8,8,,
8/4/15,80,51,0,M,M,8,8,8,,
8/5/15,79,51,0,M,M,8,8,8,,
8/6/15,83,52,0,M,M,8,8,8,,
8/7/15,83,56,0,M,M,8,8,8,,
8/8/15,80,60,0.24,M,M,8,8,8,,
8/9/15,72,63,0,M,M,8,8,8,,
8/10/15,83,64,0.01,M,M,8,8,8,,
8/11/15,83,55,0,M,M,8,8,8,,
8/12/15,82,53,0,M,M,8,8,8,,
8/13/15,84,54,0,M,M,8,8,8,,
8/14/15,86,64,0.05,M,M,8,8,8,,
8/15/15,91,67,0,M,M,8,8,8,,
8/16/15,92,66,0.42,M,M,8,8,8,,
8/17/15,89,70,0,M,M,8,8,8,,
8/18/15,84,67,0.13,M,M,8,8,8,,
8/19/15,79,65,0.93,M,M,8,8,8,,
8/20/15,68,56,0.07,M,M,8,8,8,,
8/21/15,72,48,0.01,M,M,8,8,8,,
8/22/15,82,51,0,M,M,8,8,8,,
8/23/15,80,64,0.01,M,M,8,8,8,,
8/24/15,71,51,0.08,M,M,8,8,8,,
8/25/15,65,52,0,M,M,8,8,8,,
8/26/15,67,55,0,M,M,8,8,8,,
8/27/15,74,46,0,M,M,8,8,8,,
8/28/15,77,46,0,M,M,8,8,8,,
8/29/15,66,56,1.54,M,M,8,8,8,,
8/30/15,71,61,0,M,M,8,8,8,,
8/31/15,76,58,0,M,M,8,8,8,,
9/1/15,83,59,0,M,M,8,8,8,,
9/2/15,88,64,0,M,M,8,8,8,,
9/3/15,86,66,0,M,M,8,8,8,,
9/4/15,87,66,0,M,M,8,8,8,,
9/5/15,87,66,0,M,M,8,8,8,,
9/6/15,84,67,0,M,M,8,8,8,,
9/7/15,90,71,0.12,M,M,8,8,8,,
9/8/15,82,69,0.06,M,M,8,8,8,,
9/9/15,77,54,0.25,M,M,8,8,8,,
9/10/15,79,53,0.11,M,M,8,8,8,,
9/11/15,76,53,0.02,M,M,8,8,8,,
9/12/15,65,46,0,M,M,8,8,8,,
9/13/15,66,42,0,M,M,8,8,8,,
9/14/15,71,45,0,M,M,8,8,8,,
9/15/15,80,48,0,M,M,8,8,8,,
9/16/15,84,63,0.01,M,M,8,8,8,,
9/17/15,84,63,0,M,M,8,8,8,,
9/18/15,81,66,1.45,M,M,8,8,8,,
9/19/15,72,54,0.41,M,M,8,8,8,,
9/20/15,67,45,0,M,M,8,8,8,,
9/21/15,72,45,0,M,M,8,8,8,,
9/22/15,75,46,0,M,M,8,8,8,,
9/23/15,79,47,0,M,M,8,8,8,,
9/24/15,81,52,0,M,M,8,8,8,,
9/25/15,79,53,0,M,M,8,8,8,,
9/26/15,78,49,0,M,M,8,8,8,,
9/27/15,79,48,0,M,M,8,8,8,,
9/28/15,78,52,0,M,M,8,8,8,,
9/29/15,80,53,1.67,M,M,8,8,8,,
9/30/15,63,38,0.13,M,M,8,8,8,,
10/1/15,62,38,0,0,0,8,8,8,0,8
10/2/15,61,43,0,0,0,8,8,8,0,8
10/3/15,62,43,0,0,0,8,8,8,0,8
10/4/15,57,43,0,0,0,8,8,8,0,8
10/5/15,56,48,0,0,0,8,8,8,0,8
10/6/15,60,47,0,0,0,8,8,8,0,8
10/7/15,69,45,0,0,0,8,8,8,0,8
10/8/15,66,45,0,0,0,8,8,8,0,8
10/9/15,72,51,0,0,0,8,8,8,0,8
10/10/15,60,36,0,0,0,8,8,8,0,8
10/11/15,64,37,0,0,0,8,8,8,0,8
10/12/15,79,54,0,0,0,8,8,8,0,8
10/13/15,70,47,0.01,0,0,8,8,8,0,8
10/14/15,58,32,0,0,0,8,8,8,0,8
10/15/15,64,33,0.01,0,0,8,8,8,0,8
10/16/15,65,34,0,0,0,8,8,8,0,8
10/17/15,49,24,0,0,0,8,8,8,0,8
10/18/15,52,22,0,0,0,8,8,8,0,8
10/19/15,60,25,0,0,0,8,8,8,0,8
10/20/15,75,48,0,0,0,8,8,8,0,8
